iter	RMSE
302	15.00395228
303	14.99289536
304	14.98343499
305	14.97675035
306	14.96670627
307	14.95946896
308	14.9494322
309	14.94037606
310	14.92990339
311	14.92007827
312	14.915343
313	14.90554483
314	14.89749195
315	14.88676866
316	14.87852994
317	14.8718192
318	14.86500736
319	14.85625378
320	14.8471955
321	14.83626311
322	14.82685815
323	14.81919098
324	14.81128313
325	14.80191937
326	14.79621689
327	14.78777832
328	14.78194297
329	14.77674081
330	14.76734071
331	14.76001776
332	14.74897428
333	14.7396318
334	14.73176197
335	14.72394819
336	14.71657908
337	14.71077742
338	14.69895378
339	14.6929019
340	14.68164302
341	14.67465348
342	14.67064179
343	14.66690114
344	14.65952407
345	14.64922468
346	14.64532585
347	14.63992915
348	14.63221223
349	14.62616115
350	14.62004028
351	14.60890309
352	14.60122694
353	14.59313036
354	14.581505
355	14.57515889
356	14.5694514
357	14.56200728
358	14.55743058
359	14.55098149
360	14.54224328
361	14.53418303
362	14.52812012
363	14.52462661
364	14.51929962
365	14.51078812
366	14.50195379
367	14.49708103
368	14.49290764
369	14.48639509
370	14.48022764
371	14.47272476
372	14.46787407
373	14.46006184
374	14.4537145
375	14.44571801
376	14.43499573
377	14.42595986
378	14.4197243
379	14.4141682
380	14.40517572
381	14.39947029
382	14.39312706
383	14.38765588
384	14.37843647
385	14.3734016
386	14.36517331
387	14.35704903
388	14.3491453
389	14.34006712
390	14.33146335
391	14.32292819
392	14.31585984
393	14.30944987
394	14.30393148
395	14.30042517
396	14.29594087
397	14.29095929
398	14.28694192
399	14.28177251
400	14.27637205
401	14.27256119
402	14.26714639
403	14.25914461
404	14.25147892
405	14.23974168
406	14.23247754
407	14.22723194
408	14.22211547
409	14.21780129
410	14.20850243
411	14.19902859
412	14.1932077
413	14.18660611
414	14.1795649
415	14.17458401
416	14.16728014
417	14.16315804
418	14.15979971
419	14.15186899
420	14.14532996
421	14.14067927
422	14.13530435
423	14.12687851
424	14.12327979
425	14.11700694
426	14.11050857
427	14.10433461
428	14.10018762
429	14.09117577
430	14.08595389
431	14.08024443
432	14.07528779
433	14.06874061
434	14.06031862
435	14.05463019
436	14.04896764
437	14.04330268
438	14.03951969
439	14.03569512
440	14.02944065
441	14.02310343
442	14.01794681
443	14.01206856
444	14.00595736
445	13.99989077
446	13.99535335
447	13.98877823
448	13.98285853
449	13.97590931
450	13.97236221
451	13.96981285
452	13.96633624
453	13.95923119
454	13.95551372
455	13.9491766
456	13.94313787
457	13.93820918
458	13.9338881
459	13.92557625
460	13.92265591
461	13.91804383
462	13.91439541
463	13.91034762
464	13.90562487
465	13.89801534
466	13.89218836
467	13.88859007
468	13.8835859
469	13.87797945
470	13.87195194
471	13.86858335
472	13.86311783
473	13.8583935
474	13.85249155
475	13.84773627
476	13.84235343
477	13.83806999
478	13.83363916
479	13.82839263
480	13.82463419
481	13.8212635
482	13.8171768
483	13.81312336
484	13.80696754
485	13.80392473
486	13.80076588
487	13.7972526
488	13.79324214
489	13.79017607
490	13.78787273
491	13.7843219
492	13.77677431
493	13.77226995
494	13.76566383
495	13.76087933
496	13.75623877
497	13.75008412
498	13.74692619
499	13.74347463
500	13.74036907
501	13.73463736
502	13.73148157
503	13.72696565
504	13.72444649
505	13.7178089
506	13.70863317
507	13.70571269
508	13.70186658
509	13.6970813
510	13.68965554
511	13.68439183
512	13.68118935
513	13.67708607
514	13.67073243
515	13.66753874
516	13.66457904
517	13.66098229
518	13.65682221
519	13.65184531
520	13.64608228
521	13.64163739
522	13.63779763
523	13.63277462
524	13.62921625
525	13.62352404
526	13.61825804
527	13.61462474
528	13.60905307
529	13.60596692
530	13.60190643
531	13.59414054
532	13.59037879
533	13.58651864
534	13.58290368
535	13.57889003
536	13.5744489
537	13.56901732
538	13.56325209
539	13.55746192
540	13.55304042
541	13.55016684
542	13.54704065
543	13.54123343
544	13.53832184
545	13.53531881
546	13.53164146
547	13.52573415
548	13.52034843
549	13.51756041
550	13.51489409
551	13.51204385
552	13.50740506
553	13.50355091
554	13.49924323
555	13.49495669
556	13.49113689
557	13.48768825
558	13.4803706
559	13.47632128
560	13.47204514
561	13.46928393
562	13.46365136
563	13.46023626
564	13.45714594
565	13.45472399
566	13.44931775
567	13.44537426
568	13.44175302
569	13.43811509
570	13.43505527
571	13.43223352
572	13.42768328
573	13.42309921
574	13.42083572
575	13.41741652
576	13.41070785
577	13.40316035
578	13.39957267
579	13.39387682
580	13.39128026
581	13.38787069
582	13.38472605
583	13.38172563
584	13.37695219
585	13.37314216
586	13.36949994
587	13.36709075
588	13.3636507
589	13.36076461
590	13.35713411
591	13.35047634
592	13.34859552
593	13.34595162
594	13.34199081
595	13.33936354
596	13.33509085
597	13.33195674
598	13.32906167
599	13.32684867
600	13.32435855
601	13.32238816
602	13.31802742
603	13.31522215
604	13.3116713
605	13.30761943
606	13.30433483
607	13.30239209
608	13.2988382
609	13.29568827
610	13.29145753
611	13.28761787
612	13.2813872
613	13.27837104
614	13.27662138
615	13.27451578
616	13.27191458
617	13.26919769
618	13.26637413
619	13.26278675
620	13.26027289
621	13.25829858
622	13.2526021
623	13.24883926
624	13.24529886
625	13.24189193
626	13.23594592
627	13.23259475
628	13.23004533
629	13.22779279
630	13.22415754
631	13.22181563
632	13.21843096
633	13.21602363
634	13.21269495
635	13.21012386
636	13.20750035
637	13.20255831
638	13.19936114
639	13.19546352
640	13.19276263
641	13.18997356
642	13.18666691
643	13.18256098
644	13.18035757
645	13.17441169
646	13.17105443
647	13.16892775
648	13.16526543
649	13.16201731
650	13.15916648
651	13.15606827
652	13.15367332
653	13.14953294
654	13.14698339
655	13.14345444
656	13.1365341
657	13.13171246
658	13.12898225
659	13.12473829
660	13.1233356
661	13.12102024
662	13.11864062
663	13.11357383
664	13.11155134
665	13.10833995
666	13.10622577
667	13.10202939
668	13.09751296
669	13.09448943
670	13.09196741
671	13.08921348
672	13.08646231
673	13.08215795
674	13.07902478
675	13.0770644
676	13.0720622
677	13.06848694
678	13.06496177
679	13.06278943
680	13.0612712
681	13.05909646
682	13.05623679
683	13.05422104
684	13.05216384
685	13.04729289
686	13.04363405
687	13.0416013
688	13.03914539
689	13.0366984
690	13.03272826
691	13.0238024
692	13.01914903
693	13.01333955
694	13.0099446
695	13.0072502
696	13.00375764
697	13.00190021
698	12.99921865
699	12.99609071
700	12.99257794
701	12.98999106
702	12.98680398
703	12.98262851
704	12.98068221
705	12.97902596
706	12.97316816
707	12.97031477
708	12.96814516
709	12.96596658
710	12.9642708
711	12.9609546
712	12.95663525
713	12.95232212
714	12.95019809
715	12.94738442
716	12.945058
717	12.9426228
718	12.93961881
719	12.93745931
720	12.93472804
721	12.93263328
722	12.92894693
723	12.92594821
724	12.92071161
725	12.91861596
726	12.9154101
727	12.90957155
728	12.90798039
729	12.9051721
730	12.90156361
731	12.89901172
732	12.89686994
733	12.88916725
734	12.88644046
735	12.88439752
736	12.88157598
737	12.87803978
738	12.87405963
739	12.87223631
740	12.87011209
741	12.86842382
742	12.86592657
743	12.86340026
744	12.86103118
745	12.85934759
746	12.85391298
747	12.84942016
748	12.84587134
749	12.84274484
750	12.83933075
751	12.83677093
752	12.83468803
753	12.82930615
754	12.82589318
755	12.82271551
756	12.8211437
757	12.81903037
758	12.81646221
759	12.81327721
760	12.81146328
761	12.80934708
762	12.80457545
763	12.80212145
764	12.79950736
765	12.79571445
766	12.79387554
767	12.79045895
768	12.78780087
769	12.78579997
770	12.78333102
771	12.78148083
772	12.77781194
773	12.7761195
774	12.7670091
775	12.76493189
776	12.76144708
777	12.75975547
778	12.75827846
779	12.75019974
780	12.74809111
781	12.7452909
782	12.74381619
783	12.7420678
784	12.73706971
785	12.73407829
786	12.73246994
787	12.73027836
788	12.72782514
789	12.72545383
790	12.72130996
791	12.7162467
792	12.71443568
793	12.71212666
794	12.70973119
795	12.70745591
796	12.70219907
797	12.70005071
798	12.69862483
799	12.69662354
800	12.69494567
801	12.69222982
802	12.69073551
803	12.68761835
804	12.68627595
805	12.68445696
806	12.68240301
807	12.68028782
808	12.67736042
809	12.6742211
810	12.6710182
811	12.66824588
812	12.66535353
813	12.66420144
814	12.66249287
815	12.6581526
816	12.65473226
817	12.65281227
818	12.64733267
819	12.64584949
820	12.64392091
821	12.64104759
822	12.63862585
823	12.63713558
824	12.6354226
825	12.63178495
826	12.63021394
827	12.62808044
828	12.62320257
829	12.61551307
830	12.61205818
831	12.60951658
832	12.60684043
833	12.60379351
834	12.59989642
835	12.59704782
836	12.59484817
837	12.59284237
838	12.59125753
839	12.58906365
840	12.58605261
841	12.58328842
842	12.58103234
843	12.57943063
844	12.57732952
845	12.57471954
846	12.57115611
847	12.56937146
848	12.56759023
849	12.56517856
850	12.5602112
851	12.55732523
852	12.55602156
853	12.55482408
854	12.55123826
855	12.54979398
856	12.54368628
857	12.54148267
858	12.5388954
859	12.53733316
860	12.53272186
861	12.53019895
862	12.52798787
863	12.52567238
864	12.52242429
865	12.52016127
866	12.51790461
867	12.5154121
868	12.51251558
869	12.51086637
870	12.50941474
871	12.50729411
872	12.50538986
873	12.5039344
874	12.50214822
875	12.5006259
876	12.49821003
877	12.49110491
878	12.48913866
879	12.48681529
880	12.48445433
881	12.47998684
882	12.47670014
883	12.47547294
884	12.47310817
885	12.47008217
886	12.46852766
887	12.46578362
888	12.46439094
889	12.46239579
890	12.45964443
891	12.45775855
892	12.45459203
893	12.45168702
894	12.44914734
895	12.4437453
896	12.44044571
897	12.4380992
898	12.43545178
899	12.43398022
900	12.43158451
901	12.42871649
902	12.42676306
903	12.42383454
904	12.42190993
905	12.41929046
906	12.4150243
907	12.41362008
908	12.41167387
909	12.41008394
910	12.40820184
911	12.40515232
912	12.40237235
913	12.40004252
914	12.39538915
915	12.39411395
916	12.3919756
917	12.38868849
918	12.38627681
919	12.38284592
920	12.38078475
921	12.37855254
922	12.3769648
923	12.37534873
924	12.37348419
925	12.37112893
926	12.36804732
927	12.36534146
928	12.36336932
929	12.36080922
930	12.35838731
931	12.3525648
932	12.35104722
933	12.34870042
934	12.34658218
935	12.34446616
936	12.34275329
937	12.338651
938	12.33715573
939	12.33496493
940	12.33271127
941	12.33040585
942	12.32727787
943	12.32314483
944	12.32063104
945	12.31802529
946	12.31680386
947	12.31404681
948	12.312251
949	12.31057158
950	12.30918177
951	12.30673761
952	12.30510609
953	12.30406758
954	12.29982767
955	12.29800888
956	12.29595472
957	12.29448909
958	12.29282923
959	12.29135647
960	12.28904984
961	12.28711522
962	12.28487455
963	12.28310748
964	12.2815081
965	12.27992579
966	12.27822156
967	12.27709535
968	12.2748698
969	12.27246414
970	12.27067533
971	12.26834997
972	12.26612697
973	12.26302301
974	12.26112533
975	12.25465499
976	12.25223719
977	12.25062974
978	12.24907611
979	12.24757322
980	12.24607295
981	12.24412767
982	12.241772
983	12.23991605
984	12.23766813
985	12.23654102
986	12.23481635
987	12.23275423
988	12.23140427
989	12.23033193
990	12.22836619
991	12.22649901
992	12.22459607
993	12.22275212
994	12.21895563
995	12.21764405
996	12.21604498
997	12.2124141
998	12.21024359
999	12.20668882
